split,id,question_tokens,context_tokens
train,1496,42,303718
train,1497,17,146550
train,1498,21,608592
train,1499,15,314900
train,1500,28,216446
train,1501,20,199474
train,1502,14,132768
train,1503,13,111617
train,1504,12,116580
train,1505,23,163808
train,1506,19,267775
train,1507,15,115371
train,1508,15,325757
train,1509,29,134640
train,1510,21,182928
train,1511,15,102718
train,1512,17,144102
train,1513,17,281193
train,1514,18,133558
train,1515,17,574851
train,1516,19,140462
train,1517,18,66970
train,1518,18,181154
train,1519,16,288105
train,1520,31,216446
train,1521,18,159913
train,1522,19,429393
train,1523,33,115388
train,1524,25,132451
train,1525,13,115388
train,1526,20,107007
train,1527,16,179005
train,1528,15,423781
train,1529,18,117280
train,1530,22,308239
train,1531,18,147711
train,1532,18,177004
train,1533,13,311490
train,1534,15,336831
train,1535,11,308276
train,1536,12,311490
train,1537,19,212704
train,1538,21,133565
train,1539,17,598903
train,1540,16,186656
train,1541,16,179284
train,1542,27,205176
train,1543,14,176922
train,1544,14,105542
train,1545,16,500130
train,1546,14,173281
train,1547,22,133440
train,1548,14,150546
train,1549,17,171201
train,1550,30,291809
train,1551,28,116216
train,1552,15,194660
train,1553,16,172629
train,1554,21,173651
train,1555,22,598903
train,1556,18,154303
train,1557,24,163808
train,1558,12,260485
train,1559,27,217914
train,1560,14,159913
train,1561,16,177988
train,1562,19,173651
train,1563,12,393264
train,1564,18,140498
train,1565,19,179543
train,1566,20,149993
train,1567,20,176460
train,1568,18,127698
train,1569,11,330935
train,1570,8,171118
train,1571,15,190115
train,1572,21,314900
train,1573,24,270152
train,1574,27,170165
train,1575,11,200824
train,1576,19,112731
train,1577,16,299378
train,1578,26,90732
train,1579,29,138285
train,1580,19,148975
train,1581,22,183113
train,1582,15,156568
train,1583,14,131703
train,1584,18,608592
train,1585,12,152445
train,1586,18,396651
train,1587,12,151173
train,1588,14,308276
train,1589,21,153843
train,1590,20,153495
train,1591,12,173651
train,1592,19,299378
train,1593,15,339755
train,1594,20,114746
train,1595,14,130132
train,1596,16,221122
train,1597,15,115371
train,1598,12,199241
train,1599,23,140138
train,1600,21,156192
train,1601,15,103955
train,1602,22,99422
train,1603,14,156568
train,1604,19,150259
train,1605,26,112912
train,1606,17,198768
train,1607,5,182965
train,1608,12,152445
train,1609,10,152329
train,1610,17,121962
train,1611,32,189414
train,1612,11,112889
train,1613,12,311490
train,1614,19,291809
train,1615,15,171369
train,1616,11,115371
train,1617,12,105207
train,1618,13,339755
train,1619,14,330935
train,1620,17,336831
train,1621,45,140739
train,1622,24,134669
train,1623,15,122520
train,1624,15,156568
train,1625,16,164387
train,1626,16,574851
train,1627,57,422047
train,1628,14,147091
train,1629,15,147949
train,1630,13,137486
train,1631,18,154465
train,1632,19,153495
train,1633,13,208422
train,1634,7,163517
train,1635,24,422047
train,1636,26,174185
train,1637,26,138212
train,1638,18,433127
train,1639,23,214920
train,1640,19,192243
train,1641,13,598903
train,1642,18,148231
train,1643,14,134640
train,1644,29,619510
train,1645,26,152329
train,1646,12,129812
train,1647,34,112703
train,1648,17,619510
train,1649,9,179284
train,1650,20,142122
train,1651,19,149327
train,1652,34,64046
train,1653,21,178215
train,1654,16,94114
train,1655,22,154229
train,1656,14,137096
train,1657,16,151332
train,1658,13,223714
train,1659,13,311369
train,1660,13,231791
train,1661,8,90732
train,1662,12,128995
train,1663,35,170477
train,1664,18,137096
train,1665,30,216446
train,1666,17,105542
train,1667,31,163260
train,1668,15,61221
train,1669,16,193801
train,1670,15,109058
train,1671,16,214920
train,1672,35,150546
train,1673,13,173651
train,1674,13,217043
train,1675,24,429393
train,1676,12,94255
train,1677,11,111617
train,1678,16,149077
train,1679,22,451440
train,1680,16,166630
train,1681,12,155639
train,1682,17,128119
train,1683,11,269238
train,1684,21,199496
train,1685,13,124148
train,1686,16,179005
train,1687,26,200624
train,1688,13,145371
train,1689,20,120439
train,1690,12,115975
train,1691,15,156371
train,1692,25,426647
train,1693,22,114263
train,1694,23,118541
train,1695,8,141333
train,1696,11,103955
train,1697,14,420845
train,1698,18,202694
train,1699,21,311490
train,1700,14,221122
train,1701,16,155639
train,1702,12,118347
train,1703,20,146550
train,1704,12,104669
train,1705,19,159913
train,1706,18,280792
train,1707,14,171124
train,1708,15,129929
train,1709,18,140739
train,1710,28,160727
train,1711,30,160161
train,1712,12,154303
train,1713,13,185538
train,1714,31,119469
train,1715,19,142975
train,1716,25,186492
train,1717,25,154465
train,1718,12,138285
train,1719,21,457669
train,1720,20,466112
train,1721,34,153221
train,1722,18,172629
train,1723,30,420845
train,1724,26,112703
train,1725,12,124148
train,1726,14,133440
train,1727,16,619510
train,1728,12,158521
train,1729,34,76511
train,1730,38,426647
train,1731,20,287497
train,1732,15,212704
train,1733,32,153843
train,1734,15,429393
train,1735,24,188837
train,1736,14,330935
train,1737,19,223714
train,1738,25,179005
train,1739,18,194660
train,1740,13,608592
train,1741,16,142122
train,1742,23,429393
train,1743,14,151806
train,1744,27,251490
train,1745,15,77661
train,1746,37,302342
train,1747,15,155639
train,1748,15,212704
train,1749,9,288105
train,1750,12,165361
train,1751,14,129350
train,1752,15,137486
train,1753,10,155639
train,1754,13,172471
train,1755,24,86507
train,1756,17,110599
train,1757,21,311490
train,1758,31,211062
train,1759,18,104524
train,1760,11,149215
train,1761,18,598903
train,1762,27,574851
train,1763,19,227546
train,1764,28,379100
train,1765,19,325757
train,1766,21,420845
train,1767,17,153843
train,1768,19,152345
train,1769,25,128119
train,1770,14,429393
train,1771,21,535797
train,1772,18,535797
train,1773,20,183715
train,1774,20,183715
train,1775,14,415396
train,1776,21,270152
train,1777,18,119932
train,1778,16,74077
train,1779,21,140739
train,1780,22,114263
train,1781,17,149327
train,1782,15,619510
train,1783,21,185883
train,1784,25,624886
train,1785,14,151259
train,1786,35,173896
train,1787,17,314900
train,1788,16,276350
train,1789,15,284083
train,1790,17,85463
train,1791,29,396651
train,1792,26,130132
train,1793,11,270152
train,1794,11,574851
train,1795,31,186201
train,1796,16,386682
train,1797,13,224862
train,1798,33,311490
train,1799,23,151332
train,1800,12,127889
train,1801,16,154516
train,1802,16,188481
train,1803,20,186656
train,1804,22,160161
train,1805,23,116139
train,1806,24,598903
train,1807,18,189247
train,1808,30,186201
train,1809,13,153161
train,1810,16,423781
train,1811,19,223714
train,1812,17,176922
train,1813,18,109058
train,1814,15,429393
train,1815,13,66069
train,1816,30,314900
train,1817,15,145998
train,1818,20,151259
train,1819,13,598903
train,1820,20,133558
train,1821,37,422047
train,1822,13,126350
train,1823,13,163517
train,1824,17,192044
train,1825,18,153843
train,1826,33,535797
train,1827,31,420845
train,1828,19,574851
train,1829,14,163517
train,1830,16,574851
train,1831,17,129350
train,1832,12,133558
train,1833,14,574851
train,1834,16,105542
train,1835,25,124246
train,1836,14,253838
train,1837,21,200624
train,1838,15,148493
train,1839,24,276350
train,1840,12,196258
train,1841,13,218403
train,1842,14,160130
train,1843,16,94406
train,1844,20,186201
train,1845,14,131703
train,1846,20,160130
train,1847,29,422047
train,1848,23,457669
train,1849,37,135452
train,1850,18,154229
train,1851,13,169333
train,1852,15,205176
train,1853,22,151806
train,1854,46,422047
train,1855,19,151225
train,1856,24,619510
train,1857,22,147711
train,1858,15,129812
train,1859,21,89153
train,1860,15,325757
train,1861,12,171716
train,1862,12,211926
train,1863,20,156192
train,1864,14,386682
train,1865,13,166630
train,1866,15,127043
train,1867,13,420845
train,1868,18,330935
train,1869,20,154323
train,1870,15,176290
train,1871,15,224862
train,1872,14,173227
train,1873,17,150259
train,1874,13,155764
train,1875,24,281193
train,1876,24,115975
train,1877,23,163517
train,1878,13,104235
train,1879,20,308276
train,1880,17,152453
train,1881,9,118347
train,1882,27,170165
train,1883,18,158428
train,1884,16,186325
train,1885,23,386682
train,1886,18,396651
train,1887,19,178991
train,1888,32,158521
train,1889,18,178049
train,1890,25,199241
train,1891,15,115321
train,1892,33,149993
train,1893,12,179005
train,1894,13,143472
train,1895,13,339755
train,1896,27,145998
train,1897,13,105542
train,1898,22,133136
train,1899,13,162383
train,1900,15,86507
train,1901,15,308276
train,1902,7,91399
train,1903,17,153843
train,1904,11,152329
train,1905,19,203750
train,1906,14,67967
train,1907,19,153389
train,1908,14,128995
train,1909,36,223714
train,1910,15,302342
train,1911,13,151259
train,1912,26,152420
train,1913,13,140401
train,1914,11,77661
train,1915,17,102291
train,1916,17,140462
train,1917,15,102503
train,1918,18,111853
train,1919,13,574851
train,1920,16,216446
train,1921,18,127896
train,1922,15,200434
train,1923,19,123895
train,1924,19,176290
train,1925,15,156192
train,1926,16,157047
train,1927,15,156087
train,1928,17,149215
train,1929,11,133558
train,1930,28,148548
train,1931,21,314900
train,1932,18,314900
train,1933,24,281193
train,1934,12,89153
train,1935,30,156192
train,1936,20,215711
train,1937,16,153843
train,1938,13,194660
train,1939,18,140138
train,1940,15,122646
train,1941,24,113368
train,1942,18,422047
train,1943,14,227366
train,1944,16,170165
train,1945,24,216446
train,1946,26,290481
train,1947,12,151259
train,1948,9,183715
train,1949,20,153843
train,1950,13,107707
train,1951,26,177269
train,1952,15,198768
train,1953,17,194660
train,1954,21,122646
train,1955,30,173651
train,1956,34,112703
train,1957,26,182965
train,1958,19,193793
train,1959,43,112234
train,1960,15,429393
train,1961,21,574851
train,1962,15,288105
train,1963,20,151806
train,1964,15,287497
train,1965,24,153843
train,1966,25,182928
train,1967,14,433127
train,1968,19,127043
train,1969,21,180177
train,1970,18,132451
train,1971,19,186094
train,1972,19,193863
train,1973,14,144102
train,1974,12,66069
train,1975,26,161970
train,1976,15,223714
train,1977,21,114608
train,1978,20,314900
train,1979,16,221122
train,1980,18,149327
train,1981,19,156568
train,1982,11,134487
train,1983,28,619510
train,1984,20,90732
train,1985,15,76867
train,1986,12,343678
train,1987,24,188837
train,1988,22,154465
train,1989,23,173281
train,1990,8,574851
train,1991,25,415396
train,1992,20,314900
train,1993,29,192243
train,1994,26,170477
train,1995,16,619510
train,1996,22,500644
train,1997,21,115321
train,1998,26,131703
train,1999,37,111731
train,2000,22,608592
train,2001,13,120121
train,2002,13,177269
train,2003,33,151806
train,2004,16,173227
train,2005,16,215711
train,2006,20,160161
train,2007,23,76284
train,2008,20,96832
train,2009,17,199171
train,2010,14,314900
train,2011,30,426647
train,2012,27,216446
train,2013,18,193863
train,2014,26,314900
train,2015,38,131703
train,2016,15,311490
train,2017,20,128119
train,2018,19,154303
train,2019,16,147677
train,2020,20,500644
train,2021,16,221122
train,2022,31,311490
train,2023,13,173254
train,2024,7,336831
train,2025,18,608592
train,2026,14,146642
train,2027,17,79690
train,2028,17,484238
train,2029,24,173669
train,2030,17,535797
train,2031,18,151806
train,2032,38,426647
train,2033,19,154167
train,2034,13,94406
train,2035,19,108178
train,2036,31,163774
train,2037,17,325757
train,2038,16,153161
train,2039,32,119469
train,2040,19,151885
train,2041,24,152453
train,2042,24,148353
train,2043,24,426647
train,2044,31,202694
train,2045,28,189577
train,2046,29,186656
train,2047,25,624886
train,2048,13,146021
train,2049,26,180177
train,2050,25,196563
train,2051,28,234666
train,2052,20,161833
train,2053,28,155639
train,2054,14,179005
train,2055,17,115371
train,2056,20,199241
train,2057,32,339755
train,2058,31,426647
train,2059,16,173227
train,2060,13,183715
train,2061,25,205520
train,2062,28,311490
train,2063,11,105207
train,2064,27,186656
train,2065,10,190836
train,2066,17,166431
train,2067,31,149993
train,2068,16,156192
train,2069,30,195837
train,2070,12,105207
train,2071,39,115016
train,2072,13,115975
train,2073,13,114642
train,2074,18,118765
train,2075,15,147949
train,2076,19,415396
train,2077,14,379100
train,2078,20,231791
train,2079,14,314900
train,2080,31,62251
train,2081,20,345690
train,2082,30,367971
train,2083,20,111853
train,2084,16,154465
train,2085,13,154182
train,2086,14,113575
train,2087,19,423781
train,2088,23,142122
train,2089,15,182965
train,2090,14,118906
train,2091,17,160320
train,2092,11,152329
train,2093,12,244721
train,2094,27,115266
train,2095,18,152448
train,2096,20,124246
train,2097,14,94406
train,2098,26,330935
train,2099,23,186656
train,2100,23,118541
train,2101,17,195837
train,2102,17,624886
train,2103,13,154303
train,2104,19,186656
train,2105,13,160114
train,2106,21,170477
train,2107,12,140823
train,2108,15,314900
train,2109,24,339755
train,2110,18,195208
train,2111,22,130132
train,2112,15,345690
train,2113,16,258858
train,2114,16,118347
train,2115,20,158428
train,2116,19,154238
train,2117,16,216446
train,2118,23,126358
train,2119,28,311490
train,2120,30,104426
train,2121,16,150049
train,2122,16,179005
train,2123,15,106848
train,2124,25,374825
train,2125,11,598903
train,2126,22,122680
train,2127,21,166630
train,2128,21,415396
train,2129,20,165361
train,2130,24,178613
train,2131,21,156371
train,2132,21,423781
train,2133,16,94588
train,2134,22,115972
train,2135,52,132768
train,2136,12,120439
train,2137,25,190889
train,2138,17,288105
train,2139,13,186325
train,2140,14,115681
train,2141,17,159913
train,2142,20,115975
train,2143,16,114608
train,2144,25,200624
train,2145,25,130510
train,2146,18,429393
train,2147,17,227546
train,2148,11,113368
train,2149,9,160130
train,2150,14,216446
train,2151,15,212704
train,2152,42,114608
train,2153,18,199241
train,2154,18,148231
train,2155,15,77661
train,2156,21,116759
train,2157,21,429393
train,2158,13,144130
train,2159,16,179284
train,2160,45,420845
train,2161,16,78053
train,2162,15,115388
train,2163,16,200624
train,2164,20,77608
train,2165,15,128995
train,2166,12,175384
train,2167,19,574851
train,2168,21,149422
train,2169,14,195211
train,2170,24,199171
train,2171,21,120177
train,2172,33,165361
train,2173,22,173254
train,2174,25,149077
train,2175,30,208422
train,2176,25,157145
train,2177,20,124246
train,2178,26,115046
train,2179,12,339755
train,2180,15,135452
train,2181,23,177988
train,2182,16,147949
train,2183,28,135452
train,2184,13,147091
train,2185,26,311490
train,2186,18,137486
train,2187,38,624886
train,2188,12,74077
train,2189,17,221122
train,2190,20,155639
train,2191,13,174185
train,2192,26,90732
train,2193,12,144411
train,2194,26,195249
train,2195,13,260485
train,2196,15,99007
train,2197,26,423781
train,2198,19,227546
train,2199,21,86067
train,2200,12,314900
train,2201,21,188837
train,2202,11,176290
train,2203,30,114746
train,2204,14,114608
train,2205,15,117335
train,2206,14,433127
train,2207,11,90732
train,2208,32,159913
train,2209,23,194660
train,2210,22,598903
train,2211,10,94255
train,2212,12,140462
train,2213,29,110233
train,2214,15,151332
train,2215,11,123160
train,2216,20,88252
train,2217,26,148975
train,2218,12,260485
train,2219,16,200824
train,2220,19,158428
train,2221,20,312951
train,2222,22,339755
train,2223,11,288105
train,2224,23,429393
train,2225,15,155645
train,2226,26,311490
train,2227,23,196258
train,2228,12,105207
train,2229,17,156192
train,2230,17,128119
train,2231,16,132064
train,2232,7,173651
train,2233,10,104662
train,2234,30,154182
train,2235,24,89526
train,2236,14,123160
train,2237,13,160114
train,2238,24,173651
train,2239,28,205520
train,2240,17,276350
train,2241,20,205520
train,2242,19,195211
train,2243,14,203264
train,2244,29,554192
train,2245,19,164164
train,2246,17,199171
train,2247,11,149215
train,2248,17,114263
train,2249,19,426647
train,2250,28,199241
train,2251,8,181205
train,2252,16,173651
train,2253,20,119932
train,2254,17,314900
train,2255,15,90585
train,2256,15,147921
train,2257,19,212704
train,2258,19,94255
train,2259,24,291809
train,2260,10,151259
train,2261,14,137486
train,2262,14,149047
train,2263,23,135452
train,2264,21,270007
train,2265,17,500130
train,2266,28,116139
train,2267,14,102291
train,2268,14,90732
train,2269,14,114263
train,2270,17,270152
train,2271,17,198768
train,2272,23,136178
train,2273,20,98183
train,2274,16,163774
train,2275,19,115681
train,2276,10,124839
train,2277,23,142122
train,2278,14,308239
train,2279,12,150097
train,2280,11,112234
train,2281,32,151806
train,2282,22,140754
train,2283,14,173651
train,2284,17,140754
train,2285,12,125690
train,2286,14,199241
train,2287,18,151806
train,2288,23,170788
train,2289,16,173896
train,2290,17,176385
train,2291,15,118413
train,2292,22,103955
train,2293,7,270152
train,2294,23,457669
train,2295,13,598903
train,2296,14,309306
train,2297,17,154323
train,2298,15,137486
train,2299,20,183715
train,2300,9,153221
train,2301,17,312951
train,2302,19,160114
train,2303,14,554192
train,2304,13,194278
train,2305,28,216446
train,2306,27,147677
train,2307,34,153485
train,2308,13,308239
train,2309,23,98347
train,2310,13,574851
train,2311,16,129812
train,2312,21,141294
train,2313,24,149422
train,2314,17,146021
train,2315,23,152453
train,2316,22,195837
train,2317,20,457669
train,2318,17,129812
train,2319,20,119932
train,2320,19,157145
train,2321,21,165361
train,2322,13,174289
train,2323,19,365390
train,2324,10,223714
train,2325,25,216446
train,2326,13,99422
train,2327,19,164164
train,2328,18,187341
train,2329,25,296023
train,2330,16,234666
train,2331,21,223714
train,2332,21,420845
train,2333,17,149077
train,2334,19,216446
train,2335,13,217914
train,2336,14,173651
train,2337,15,554192
train,2338,28,112912
train,2339,15,160130
train,2340,20,103955
train,2341,13,137486
train,2342,28,291809
train,2343,20,142122
train,2344,18,345690
train,2345,13,140498
train,2346,23,500644
train,2347,41,118413
train,2348,25,158428
train,2349,23,554192
train,2350,26,170477
train,2351,13,574851
train,2352,15,137486
train,2353,9,117280
train,2354,13,104524
train,2355,18,110599
train,2356,18,154465
train,2357,18,140739
train,2358,16,177004
train,2359,16,619012
train,2360,17,147643
train,2361,23,129418
train,2362,21,107379
train,2363,16,171716
train,2364,29,574851
train,2365,13,103694
train,2366,9,140739
train,2367,13,114995
train,2368,16,598903
train,2369,11,153843
train,2370,18,115321
train,2371,25,174289
train,2372,24,314900
train,2373,31,195837
train,2374,30,172471
train,2375,9,120439
train,2376,13,143472
train,2377,18,115266
train,2378,36,155639
train,2379,17,190164
train,2380,14,484238
train,2381,22,311490
train,2382,21,175384
train,2383,19,311878
train,2384,16,270007
train,2385,16,205217
train,2386,35,171701
train,2387,9,290481
train,2388,18,426647
train,2389,43,319837
train,2390,32,270007
train,2391,25,157931
train,2392,16,500130
train,2393,26,178262
train,2394,14,176385
train,2395,13,379100
train,2396,11,302342
train,2397,16,136333
train,2398,16,281193
train,2399,30,122646
train,2400,25,420845
train,2401,10,126350
train,2402,14,420845
train,2403,15,113368
train,2404,16,122646
train,2405,18,291809
train,2406,19,149379
train,2407,16,133121
train,2408,15,90585
train,2409,9,269238
train,2410,12,197302
train,2411,12,170165
train,2412,15,125297
train,2413,24,624886
train,2414,16,183715
train,2415,17,423781
train,2416,15,107707
train,2417,19,182965
train,2418,26,147091
train,2419,19,202414
train,2420,28,186656
train,2421,12,125690
train,2422,18,146848
train,2423,16,115325
train,2424,24,112234
train,2425,10,336831
train,2426,23,288105
train,2427,20,137840
train,2428,24,76284
train,2429,22,183715
train,2430,25,179036
train,2431,14,325757
train,2432,23,379100
train,2433,16,135452
train,2434,22,120439
train,2435,14,466112
train,2436,16,173651
train,2437,14,102291
train,2438,12,127896
train,2439,14,90585
train,2440,25,115975
train,2441,18,154323
train,2442,18,77608
train,2443,22,624886
train,2444,11,106617
train,2445,24,202414
train,2446,10,118347
train,2447,19,598903
train,2448,22,393264
train,2449,27,117335
train,2450,26,108178
train,2451,13,296023
train,2452,22,113575
train,2453,16,173651
train,2454,15,216662
train,2455,17,156192
train,2456,20,88806
train,2457,14,140754
train,2458,25,128119
train,2459,31,130724
train,2460,21,193863
train,2461,15,303718
train,2462,16,115388
train,2463,16,202694
train,2464,21,153221
train,2465,17,173651
train,2466,16,309306
train,2467,15,217914
train,2468,12,212443
train,2469,27,125543
train,2470,12,132880
train,2471,13,129812
train,2472,14,159913
train,2473,18,574851
train,2474,22,135452
train,2475,15,308239
train,2476,21,168398
train,2477,20,147643
train,2478,11,216446
train,2479,20,160114
train,2480,15,101098
train,2481,13,174289
train,2482,43,423781
train,2483,14,101583
train,2484,22,291809
train,2485,15,205217
train,2486,11,123160
train,2487,14,106617
train,2488,20,173254
train,2489,16,171716
train,2490,18,136954
train,2491,12,166630
train,2492,55,190889
train,2493,27,189896
train,2494,23,155645
train,2495,12,91399
train,2496,18,205520
train,2497,11,160130
train,2498,16,114432
train,2499,13,144130
train,2500,24,396651
train,2501,21,314900
train,2502,21,133565
train,2503,14,154182
train,2504,15,127896
train,2505,22,134487
train,2506,24,128119
train,2507,17,199241
train,2508,18,186656
train,2509,22,182965
train,2510,42,379100
train,2511,15,227546
train,2512,17,111853
train,2513,19,150259
train,2514,27,189577
train,2515,22,134487
train,2516,21,92423
train,2517,14,143043
train,2518,7,189414
train,2519,18,154323
train,2520,14,186656
train,2521,16,205520
train,2522,20,345690
train,2523,28,598903
train,2524,15,183113
train,2525,14,154182
train,2526,20,141294
train,2527,24,179036
train,2528,10,200057
train,2529,12,227546
train,2530,29,299378
train,2531,13,197302
train,2532,16,140465
train,2533,15,140739
train,2534,16,598903
train,2535,16,144130
train,2536,13,94255
train,2537,15,147949
train,2538,16,116983
train,2539,13,152504
train,2540,21,166630
train,2541,28,574851
train,2542,21,154465
train,2543,35,105542
train,2544,38,159017
train,2545,11,113368
train,2546,12,153221
train,2547,14,619510
train,2548,25,624886
train,2549,24,270007
train,2550,11,151885
train,2551,18,163808
train,2552,10,164591
train,2553,26,190164
train,2554,30,126633
train,2555,17,339755
train,2556,12,216446
train,2557,15,89578
train,2558,22,167267
train,2559,21,291809
train,2560,32,153389
train,2561,18,130510
train,2562,19,205217
train,2563,14,153389
train,2564,26,176476
train,2565,14,178991
train,2566,18,177004
train,2567,22,163517
train,2568,26,624886
train,2569,10,166630
train,2570,19,190115
train,2571,18,154182
train,2572,15,189896
train,2573,20,108178
train,2574,16,132041
train,2575,12,151259
train,2576,30,128119
train,2577,23,166630
train,2578,20,500130
train,2579,22,598903
train,2580,20,619012
train,2581,17,110599
train,2582,33,624886
train,2583,17,426647
train,2584,20,130132
train,2585,15,173669
train,2586,16,140138
train,2587,17,173281
train,2588,24,426647
train,2589,19,415396
train,2590,24,423781
train,2591,19,140754
train,2592,13,114263
train,2593,17,205217
train,2594,17,154337
train,2595,17,619012
train,2596,23,234666
train,2597,14,157931
train,2598,28,153495
train,2599,10,156379
train,2600,13,217914
train,2601,9,157047
train,2602,19,204870
train,2603,37,153843
train,2604,13,216446
train,2605,19,108172
train,2606,25,194660
train,2607,21,159913
train,2608,12,154465
train,2609,19,153221
train,2610,21,340944
train,2611,15,314900
train,2612,23,308276
train,2613,13,308276
train,2614,13,128348
train,2615,17,574851
train,2616,25,136178
train,2617,16,117280
train,2618,15,183715
train,2619,26,151806
train,2620,20,115016
train,2621,17,166431
train,2622,14,159913
train,2623,16,175384
train,2624,25,574851
train,2625,26,174289
train,2626,18,171867
train,2627,12,188837
train,2628,21,186656
train,2629,15,574851
train,2630,16,186201
train,2631,21,173281
train,2632,16,140462
train,2633,16,115975
train,2634,24,167267
train,2635,14,193178
train,2636,21,173669
train,2637,11,393264
train,2638,19,115046
train,2639,17,128119
train,2640,31,126633
train,2641,16,130019
train,2642,19,189896
train,2643,13,227546
train,2644,13,173669
train,2645,19,232175
train,2646,19,103690
train,2647,11,155764
train,2648,19,415396
train,2649,13,619510
train,2650,12,181614
train,2651,16,141186
train,2652,11,86067
train,2653,29,429393
train,2654,13,156379
train,2655,10,131874
train,2656,7,144130
train,2657,12,176410
train,2658,22,291809
train,2659,33,152448
train,2660,16,148290
train,2661,15,130510
train,2662,19,624886
train,2663,10,598903
train,2664,25,205520
train,2665,24,196258
train,2666,15,158521
train,2667,14,114523
train,2668,20,166764
train,2669,32,148353
train,2670,37,216446
train,2671,22,166630
train,2672,18,227366
train,2673,28,217687
train,2674,19,598903
train,2675,22,339755
train,2676,16,149077
train,2677,13,173651
train,2678,18,328164
train,2679,27,214920
train,2680,28,311369
train,2681,16,288105
train,2682,13,144130
train,2683,28,433127
train,2684,26,109730
train,2685,17,308276
train,2686,21,598903
train,2687,18,170165
train,2688,33,91399
train,2689,19,554192
train,2690,22,130510
train,2691,23,118347
train,2692,14,147369
train,2693,20,619012
train,2694,24,423781
train,2695,19,199241
train,2696,23,598903
train,2697,13,148231
train,2698,12,203750
train,2699,24,193178
train,2700,18,66970
train,2701,15,154182
train,2702,18,231791
train,2703,18,158521
train,2704,28,127896
train,2705,21,311490
train,2706,18,179284
train,2707,12,166431
train,2708,13,125543
train,2709,17,144424
train,2710,18,184886
train,2711,16,122520
train,2712,28,130019
train,2713,15,232175
train,2714,24,114523
train,2715,31,457669
train,2716,16,154182
train,2717,20,103955
train,2718,9,174185
train,2719,31,214920
train,2720,15,152345
train,2721,15,215711
train,2722,18,178991
train,2723,22,221122
train,2724,18,287497
train,2725,16,179284
train,2726,14,155639
train,2727,15,327566
train,2728,28,183113
train,2729,11,339755
train,2730,13,174667
train,2731,14,114639
train,2732,18,311490
train,2733,25,179005
train,2734,24,335188
train,2735,21,178215
train,2736,15,574851
train,2737,15,99422
train,2738,13,619510
train,2739,20,202694
train,2740,29,124839
train,2741,13,311490
train,2742,33,140465
train,2743,17,140754
train,2744,11,433127
train,2745,13,296023
train,2746,17,98347
train,2747,20,135452
train,2748,14,90732
train,2749,11,176290
train,2750,16,149077
train,2751,27,77608
train,2752,20,270152
train,2753,15,127807
train,2754,20,123160
train,2755,21,374825
train,2756,15,288105
train,2757,17,200624
train,2758,13,138136
train,2759,11,194660
train,2760,16,221122
train,2761,18,144575
train,2762,22,211926
train,2763,16,61221
train,2764,19,420845
train,2765,21,154303
train,2766,14,311878
train,2767,10,185883
train,2768,16,173651
train,2769,19,205520
train,2770,22,619510
train,2771,17,86067
train,2772,12,163808
train,2773,26,624886
train,2774,22,379100
train,2775,12,144873
train,2776,32,176476
train,2777,15,176460
train,2778,15,305702
train,2779,14,132768
train,2780,18,199496
train,2781,18,574851
train,2782,22,202414
train,2783,23,343678
train,2784,23,624886
train,2785,16,166764
train,2786,11,365390
train,2787,19,140754
train,2788,19,179284
train,2789,22,113575
train,2790,18,212443
train,2791,14,118906
train,2792,13,202694
train,2793,20,135452
train,2794,27,396651
train,2795,27,192243
train,2796,18,221122
train,2797,25,624886
train,2798,26,380826
train,2799,33,311490
train,2800,16,156371
train,2801,26,423781
train,2802,9,160130
train,2803,16,159913
train,2804,13,420845
train,2805,29,365390
train,2806,33,173669
train,2807,18,327566
train,2808,17,420845
train,2809,17,152329
train,2810,19,154167
train,2811,19,231791
train,2812,15,156339
train,2813,14,112912
train,2814,15,291809
train,2815,22,202694
train,2816,20,264270
train,2817,14,109730
train,2818,12,189070
train,2819,24,223714
train,2820,31,153843
train,2821,55,151885
train,2822,15,181614
train,2823,19,179284
train,2824,11,173254
train,2825,12,177004
train,2826,16,166630
train,2827,14,112857
train,2828,24,156690
train,2829,25,157931
train,2830,22,308239
train,2831,9,314900
train,2832,33,93089
train,2833,21,216446
train,2834,15,94114
train,2835,10,151806
train,2836,15,202694
train,2837,24,139005
train,2838,30,110599
train,2839,21,178049
train,2840,12,196409
train,2841,25,189896
train,2842,37,415396
train,2843,12,114523
train,2844,30,107998
train,2845,20,270007
train,2846,24,624886
train,2847,24,345690
train,2848,20,120121
train,2849,36,429393
train,2850,17,145998
train,2851,19,115975
train,2852,23,111663
train,2853,19,199241
train,2854,14,131235
train,2855,21,314900
train,2856,20,624886
train,2857,15,189414
train,2858,14,133587
train,2859,30,423781
train,2860,14,186325
train,2861,20,137096
train,2862,12,599477
train,2863,17,149379
train,2864,13,166630
train,2865,17,124246
train,2866,14,380826
train,2867,23,135452
train,2868,17,200824
train,2869,31,111617
train,2870,19,287497
train,2871,17,216662
train,2872,11,345690
train,2873,28,153485
train,2874,13,166886
train,2875,18,311878
train,2876,29,238084
train,2877,17,154303
train,2878,17,599477
train,2879,16,114608
train,2880,13,222172
train,2881,13,115821
train,2882,25,156087
train,2883,18,94255
train,2884,30,115388
train,2885,16,153495
train,2886,12,160130
train,2887,16,299378
train,2888,21,345690
train,2889,15,426647
train,2890,13,165361
train,2891,24,173254
train,2892,13,429393
train,2893,14,112889
