split,id,question_tokens,context_tokens
train,5083,5,65634
train,5084,8,65634
train,5085,12,65634
train,5086,7,65634
train,5087,15,65634
train,5088,8,65634
train,5089,11,65634
train,5090,7,65634
train,5091,9,65634
train,5092,8,65634
train,5093,9,65634
train,5094,6,65634
train,5095,9,38101
train,5096,8,38101
train,5097,16,38101
train,5098,16,38101
train,5099,10,38101
train,5100,9,38101
train,5101,13,38101
train,5102,18,38101
train,5103,6,38101
train,5104,15,38101
train,5105,11,38101
train,5106,7,38101
train,5107,9,38101
train,5108,11,38101
train,5109,13,38101
train,5110,9,38101
train,5111,15,38101
train,5112,6,38101
train,5113,14,38101
train,5114,18,38101
train,5115,10,38101
train,5116,13,38101
train,5117,7,38101
train,5118,13,38101
train,5119,11,38101
train,5120,13,38101
train,5121,9,38101
train,5122,7,38101
train,5123,11,38101
train,5124,16,38101
train,5125,14,46758
train,5126,21,46758
train,5127,8,46758
train,5128,10,46758
train,5129,17,46758
train,5130,19,46758
train,5131,20,46758
train,5132,27,46758
train,5133,16,46758
train,5134,19,46758
train,5135,13,46758
train,5136,16,46758
train,5137,10,46758
train,5138,16,46758
train,5139,10,46758
train,5140,18,46758
train,5141,14,46758
train,5142,10,46758
train,5143,13,46758
train,5144,19,46758
train,5145,6,46758
train,5146,8,46758
train,5147,13,46758
train,5148,13,46758
train,5149,10,46758
train,5150,10,46758
train,5151,11,46758
train,5152,7,46758
train,5153,6,46758
train,5154,12,46758
train,5155,24,50318
train,5156,20,50318
train,5157,15,50318
train,5158,13,50318
train,5159,15,50318
train,5160,13,50318
train,5161,21,50318
train,5162,17,50318
train,5163,15,50318
train,5164,14,50318
train,5165,10,50318
train,5166,9,50318
train,5167,8,50318
train,5168,12,50318
train,5169,14,50318
train,5170,8,50318
train,5171,6,50318
train,5172,17,50318
train,5173,17,50318
train,5174,13,50318
train,5175,9,50318
train,5176,16,50318
train,5177,8,50318
train,5178,19,50318
train,5179,9,50318
train,5180,8,50318
train,5181,5,50318
train,5182,11,50318
train,5183,11,50318
train,5184,9,50318
train,5185,11,48414
train,5186,13,48414
train,5187,8,48414
train,5188,22,48414
train,5189,6,48414
train,5190,12,48414
train,5191,12,48414
train,5192,10,48414
train,5193,18,48414
train,5194,15,48414
train,5195,9,48414
train,5196,9,48414
train,5197,10,48414
train,5198,7,48414
train,5199,12,48414
train,5200,12,48414
train,5201,19,48414
train,5202,12,48414
train,5203,9,48414
train,5204,8,48414
train,5205,8,48414
train,5206,6,48414
train,5207,10,48414
train,5208,15,48414
train,5209,13,48414
train,5210,10,48414
train,5211,8,48414
train,5212,14,48414
train,5213,9,50414
train,5214,11,50414
train,5215,12,50414
train,5216,13,50414
train,5217,11,50414
train,5218,18,50414
train,5219,13,50414
train,5220,9,50414
train,5221,17,50414
train,5222,9,50414
train,5223,18,50414
train,5224,11,50414
train,5225,14,50414
train,5226,15,50414
train,5227,7,50414
train,5228,18,50414
train,5229,12,50414
train,5230,18,50414
train,5231,14,50414
train,5232,16,50414
train,5233,13,50414
train,5234,10,50414
train,5235,10,50414
train,5236,12,50414
train,5237,11,50414
train,5238,14,50414
train,5239,12,50414
train,5240,8,50414
train,5241,14,50414
train,5242,15,50414
train,5243,13,8899
train,5244,13,8899
train,5245,14,8899
train,5246,19,8899
train,5247,11,8899
train,5248,12,8899
train,5249,13,8899
train,5250,13,8899
train,5251,13,8899
train,5252,15,8899
train,5253,13,8899
train,5254,14,8899
train,5255,6,8899
train,5256,15,8899
train,5257,11,8899
train,5258,13,8899
train,5259,10,8899
train,5260,13,8899
train,5261,10,8899
train,5262,12,8899
train,5263,12,8899
train,5264,14,8899
train,5265,13,8899
train,5266,8,8899
train,5267,12,8899
train,5268,13,8899
train,5269,12,8899
train,5270,16,8899
train,5271,18,8899
train,5272,10,8899
train,5273,12,41436
train,5274,10,41436
train,5275,8,41436
train,5276,9,41436
train,5277,14,41436
train,5278,6,41436
train,5279,10,41436
train,5280,8,41436
train,5281,8,41436
train,5282,11,41436
train,5283,20,41436
train,5284,14,41436
train,5285,11,41436
train,5286,21,41436
train,5287,21,41436
train,5288,8,41436
train,5289,7,41436
train,5290,10,41436
train,5291,10,41436
train,5292,10,41436
train,5293,8,41436
train,5294,9,41436
train,5295,14,41436
train,5296,14,41436
train,5297,12,41436
train,5298,16,41436
train,5299,12,41436
train,5300,13,41436
train,5301,12,41436
train,5302,9,57507
train,5303,18,57507
train,5304,12,57507
train,5305,17,57507
train,5306,17,57507
train,5307,9,57507
train,5308,6,57507
train,5309,14,57507
train,5310,8,57507
train,5311,14,57507
train,5312,11,57507
train,5313,11,57507
train,5314,18,57507
train,5315,11,57507
train,5316,22,57507
train,5317,16,57507
train,5318,13,57507
train,5319,20,57507
train,5320,16,57507
train,5321,17,57507
train,5322,8,57507
train,5323,6,57507
train,5324,11,57507
train,5325,9,57507
train,5326,11,57507
train,5327,12,57507
train,5328,9,57507
train,5329,10,57507
train,5330,8,57507
train,5331,7,57507
train,5332,19,54517
train,5333,15,54517
train,5334,14,54517
train,5335,20,54517
train,5336,14,54517
train,5337,18,54517
train,5338,14,54517
train,5339,16,54517
train,5340,9,54517
train,5341,8,54517
train,5342,13,54517
train,5343,11,54517
train,5344,16,54517
train,5345,16,54517
train,5346,20,54517
train,5347,11,54517
train,5348,9,54517
train,5349,9,54517
train,5350,8,54517
train,5351,11,54517
train,5352,12,54517
train,5353,19,54517
train,5354,18,54517
train,5355,20,54517
train,5356,14,54517
train,5357,8,54517
train,5358,11,54517
train,5359,9,42523
train,5360,10,42523
train,5361,10,42523
train,5362,8,42523
train,5363,11,42523
train,5364,9,42523
train,5365,8,42523
train,5366,13,42523
train,5367,15,42523
train,5368,9,42523
train,5369,8,42523
train,5370,8,42523
train,5371,11,42523
train,5372,7,42523
train,5373,13,42523
train,5374,16,42523
train,5375,10,42523
train,5376,14,42523
train,5377,16,42523
train,5378,10,42523
train,5379,8,42523
train,5380,11,42523
train,5381,15,42523
train,5382,13,42523
train,5383,11,42523
train,5384,12,42523
train,5385,8,42523
train,5386,15,42523
train,5387,10,42523
train,5388,7,37852
train,5389,17,37852
train,5390,10,37852
train,5391,14,37852
train,5392,12,37852
train,5393,11,37852
train,5394,12,37852
train,5395,17,37852
train,5396,10,37852
train,5397,9,37852
train,5398,6,37852
train,5399,6,37852
train,5400,7,37852
train,5401,6,37852
train,5402,10,37852
train,5403,17,37852
train,5404,9,37852
train,5405,8,37852
train,5406,9,37852
train,5407,9,37852
train,5408,11,37852
train,5409,7,37852
train,5410,6,37852
train,5411,5,37852
train,5412,7,37852
train,5413,12,37852
train,5414,7,37852
train,5415,9,37852
train,5416,12,37852
train,5417,13,37852
train,5418,5,168363
train,5419,8,168363
train,5420,9,168363
train,5421,15,168363
train,5422,12,168363
train,5423,10,168363
train,5424,12,168363
train,5425,9,168363
train,5426,11,168363
train,5427,10,168363
train,5428,10,168363
train,5429,9,168363
train,5430,6,168363
train,5431,13,168363
train,5432,11,168363
train,5433,13,168363
train,5434,13,168363
train,5435,8,168363
train,5436,13,168363
train,5437,7,168363
train,5438,20,168363
train,5439,20,168363
train,5440,11,168363
train,5441,17,168363
train,5442,16,168363
train,5443,20,168363
train,5444,15,168363
train,5445,10,168363
train,5446,6,168363
train,5447,20,168363
train,5448,8,50824
train,5449,8,50824
train,5450,8,50824
train,5451,12,50824
train,5452,13,50824
train,5453,12,50824
train,5454,14,50824
train,5455,14,50824
train,5456,14,50824
train,5457,22,50824
train,5458,14,50824
train,5459,14,50824
train,5460,15,50824
train,5461,15,50824
train,5462,9,50824
train,5463,12,50824
train,5464,12,50824
train,5465,13,50824
train,5466,11,50824
train,5467,10,50824
train,5468,9,50824
train,5469,11,50824
train,5470,12,50824
train,5471,13,50824
train,5472,15,50824
train,5473,21,50824
train,5474,9,50824
train,5475,20,50145
train,5476,16,50145
train,5477,14,50145
train,5478,10,50145
train,5479,18,50145
train,5480,10,50145
train,5481,14,50145
train,5482,13,50145
train,5483,11,50145
train,5484,11,50145
train,5485,11,50145
train,5486,17,50145
train,5487,13,50145
train,5488,9,50145
train,5489,8,50145
train,5490,12,50145
train,5491,9,50145
train,5492,9,50145
train,5493,10,50145
train,5494,7,50145
train,5495,24,50145
train,5496,10,50145
train,5497,14,50145
train,5498,13,50145
train,5499,19,50145
train,5500,31,50145
train,5501,13,50145
train,5502,21,50145
train,5503,20,50145
train,5504,16,50145
train,5505,7,37155
train,5506,10,37155
train,5507,9,37155
train,5508,13,37155
train,5509,10,37155
train,5510,17,37155
train,5511,13,37155
train,5512,11,37155
train,5513,14,37155
train,5514,17,37155
train,5515,18,37155
train,5516,20,37155
train,5517,14,37155
train,5518,12,37155
train,5519,12,37155
train,5520,15,37155
train,5521,12,37155
train,5522,16,37155
train,5523,22,37155
train,5524,12,37155
train,5525,11,37155
train,5526,8,37155
train,5527,10,37155
train,5528,10,37155
train,5529,15,37155
train,5530,12,37155
train,5531,6,37155
train,5532,13,37155
train,5533,10,37155
train,5534,8,52689
train,5535,9,52689
train,5536,6,52689
train,5537,10,52689
train,5538,9,52689
train,5539,10,52689
train,5540,10,52689
train,5541,11,52689
train,5542,6,52689
train,5543,9,52689
train,5544,8,52689
train,5545,9,52689
train,5546,11,52689
train,5547,12,52689
train,5548,10,52689
train,5549,14,52689
train,5550,9,52689
train,5551,13,52689
train,5552,10,52689
train,5553,12,52689
train,5554,7,52689
train,5555,6,52689
train,5556,10,52689
train,5557,10,52689
train,5558,9,52689
train,5559,9,52689
train,5560,7,52689
train,5561,9,52689
train,5562,8,52689
train,5563,8,52689
train,5564,20,72055
train,5565,15,72055
train,5566,14,72055
train,5567,12,72055
train,5568,14,72055
train,5569,12,72055
train,5570,11,72055
train,5571,14,72055
train,5572,12,72055
train,5573,17,72055
train,5574,13,72055
train,5575,11,72055
train,5576,14,72055
train,5577,18,72055
train,5578,13,72055
train,5579,14,72055
train,5580,12,72055
train,5581,11,72055
train,5582,10,72055
train,5583,16,72055
train,5584,14,72055
train,5585,11,72055
train,5586,10,72055
train,5587,10,72055
train,5588,19,72055
train,5589,16,72055
train,5590,19,72055
train,5591,17,72055
train,5592,7,72055
train,5593,13,72055
train,5594,11,67150
train,5595,11,67150
train,5596,10,67150
train,5597,11,67150
train,5598,14,67150
train,5599,12,67150
train,5600,11,67150
train,5601,17,67150
train,5602,11,67150
train,5603,16,67150
train,5604,8,67150
train,5605,16,67150
train,5606,9,67150
train,5607,20,67150
train,5608,11,67150
train,5609,8,67150
train,5610,11,67150
train,5611,9,67150
train,5612,8,67150
train,5613,18,67150
train,5614,17,67150
train,5615,17,67150
train,5616,12,67150
train,5617,20,67150
train,5618,14,67150
train,5619,16,67150
train,5620,13,67150
train,5621,17,67150
train,5622,11,67150
train,5623,12,67150
train,5624,15,177627
train,5625,8,177627
train,5626,15,177627
train,5627,7,177627
train,5628,19,177627
train,5629,8,177627
train,5630,7,177627
train,5631,12,177627
train,5632,12,177627
train,5633,14,177627
train,5634,9,177627
train,5635,6,177627
train,5636,15,177627
train,5637,11,177627
train,5638,10,177627
train,5639,6,177627
train,5640,7,177627
train,5641,9,177627
train,5642,9,177627
train,5643,10,177627
train,5644,14,177627
train,5645,9,177627
train,5646,6,177627
train,5647,12,177627
train,5648,7,177627
train,5649,7,177627
train,5650,6,177627
train,5651,12,177627
train,5652,8,177627
train,5653,8,142919
train,5654,6,142919
train,5655,5,142919
train,5656,9,142919
train,5657,8,142919
train,5658,8,142919
train,5659,8,142919
train,5660,17,142919
train,5661,17,142919
train,5662,6,142919
train,5663,17,142919
train,5664,8,142919
train,5665,10,142919
train,5666,11,142919
train,5667,18,142919
train,5668,14,142919
train,5669,17,142919
train,5670,14,142919
train,5671,14,142919
train,5672,15,142919
train,5673,10,142919
train,5674,8,142919
train,5675,12,142919
train,5676,10,142919
train,5677,11,142919
train,5678,13,142919
train,5679,12,142919
train,5680,13,142919
train,5681,5,59707
train,5682,9,59707
train,5683,11,59707
train,5684,17,59707
train,5685,8,59707
train,5686,13,59707
train,5687,10,59707
train,5688,18,59707
train,5689,11,59707
train,5690,13,59707
train,5691,6,59707
train,5692,12,59707
train,5693,5,59707
train,5694,11,59707
train,5695,11,59707
train,5696,15,59707
train,5697,13,59707
train,5698,14,59707
train,5699,9,59707
train,5700,21,59707
train,5701,11,59707
train,5702,8,59707
train,5703,8,59707
train,5704,5,59707
train,5705,9,59707
train,5706,14,59707
train,5707,7,59707
train,5708,12,59707
train,5709,12,59707
train,5710,9,59707
train,5711,9,67491
train,5712,10,67491
train,5713,12,67491
train,5714,8,67491
train,5715,9,67491
train,5716,10,67491
train,5717,13,67491
train,5718,12,67491
train,5719,12,67491
train,5720,11,67491
train,5721,10,67491
train,5722,8,67491
train,5723,16,67491
train,5724,15,67491
train,5725,14,67491
train,5726,7,67491
train,5727,12,67491
train,5728,7,67491
train,5729,7,67491
train,5730,10,67491
train,5731,12,67491
train,5732,19,67491
train,5733,13,67491
train,5734,12,67491
train,5735,9,67491
train,5736,11,67491
train,5737,10,67491
train,5738,11,67491
train,5739,9,26701
train,5740,6,26701
train,5741,8,26701
train,5742,9,26701
train,5743,16,26701
train,5744,7,26701
train,5745,10,26701
train,5746,11,26701
train,5747,13,26701
train,5748,12,26701
train,5749,9,26701
train,5750,9,26701
train,5751,12,26701
train,5752,9,26701
train,5753,8,26701
train,5754,16,26701
train,5755,7,26701
train,5756,17,26701
train,5757,15,26701
train,5758,17,26701
train,5759,10,26701
train,5760,13,26701
train,5761,17,26701
train,5762,16,26701
train,5763,13,26701
train,5764,9,26701
train,5765,16,26701
train,5766,11,26701
train,5767,11,26701
train,5768,10,49208
train,5769,14,49208
train,5770,13,49208
train,5771,11,49208
train,5772,10,49208
train,5773,17,49208
train,5774,10,49208
train,5775,18,49208
train,5776,15,49208
train,5777,14,49208
train,5778,10,49208
train,5779,9,49208
train,5780,12,49208
train,5781,13,49208
train,5782,11,49208
train,5783,9,49208
train,5784,12,49208
train,5785,11,49208
train,5786,11,49208
train,5787,10,49208
train,5788,10,49208
train,5789,10,49208
train,5790,10,49208
train,5791,10,49208
train,5792,19,49208
train,5793,13,49208
train,5794,7,49208
train,5795,12,49208
train,5796,11,49208
train,5797,16,49208
train,5798,11,54068
train,5799,13,54068
train,5800,10,54068
train,5801,12,54068
train,5802,8,54068
train,5803,12,54068
train,5804,7,54068
train,5805,10,54068
train,5806,18,54068
train,5807,9,54068
train,5808,7,54068
train,5809,6,54068
train,5810,13,54068
train,5811,14,54068
train,5812,10,54068
train,5813,19,54068
train,5814,12,54068
train,5815,20,54068
train,5816,17,54068
train,5817,12,54068
train,5818,11,54068
train,5819,14,54068
train,5820,9,54068
train,5821,8,54068
train,5822,11,54068
train,5823,12,54068
train,5824,5,54068
train,5825,9,54068
train,5826,8,54068
train,5827,10,54068
train,5828,12,35154
train,5829,9,35154
train,5830,16,35154
train,5831,8,35154
train,5832,11,35154
train,5833,10,35154
train,5834,17,35154
train,5835,9,35154
train,5836,7,35154
train,5837,15,35154
train,5838,21,35154
train,5839,18,35154
train,5840,15,35154
train,5841,17,35154
train,5842,13,35154
train,5843,15,35154
train,5844,11,35154
train,5845,15,35154
train,5846,15,35154
train,5847,10,35154
train,5848,10,35154
train,5849,9,35154
train,5850,10,35154
train,5851,10,35154
train,5852,11,35154
train,5853,8,35154
train,5854,11,35154
train,5855,11,62229
train,5856,11,62229
train,5857,21,62229
train,5858,15,62229
train,5859,11,62229
train,5860,7,62229
train,5861,16,62229
train,5862,16,62229
train,5863,12,62229
train,5864,15,62229
train,5865,10,62229
train,5866,17,62229
train,5867,11,62229
train,5868,11,62229
train,5869,14,62229
train,5870,14,62229
train,5871,12,62229
train,5872,13,62229
train,5873,10,62229
train,5874,20,62229
train,5875,15,62229
train,5876,9,62229
train,5877,6,62229
train,5878,16,62229
train,5879,18,62229
train,5880,10,62229
train,5881,14,62229
train,5882,12,62229
train,5883,11,62229
train,5884,7,62229
train,5885,17,29037
train,5886,14,29037
train,5887,7,29037
train,5888,11,29037
train,5889,15,29037
train,5890,12,29037
train,5891,16,29037
train,5892,13,29037
train,5893,12,29037
train,5894,10,29037
train,5895,9,29037
train,5896,10,29037
train,5897,15,29037
train,5898,11,29037
train,5899,7,29037
train,5900,10,29037
train,5901,7,29037
train,5902,10,29037
train,5903,10,29037
train,5904,10,29037
train,5905,7,29037
train,5906,10,29037
train,5907,12,29037
train,5908,13,29037
train,5909,16,29037
train,5910,8,29037
train,5911,9,29037
train,5912,12,29037
train,5913,17,29037
train,5914,12,29037
train,5915,10,5798
train,5916,10,5798
train,5917,11,5798
train,5918,13,5798
train,5919,13,5798
train,5920,11,5798
train,5921,9,5798
train,5922,11,5798
train,5923,12,5798
train,5924,11,5798
train,5925,7,5798
train,5926,11,5798
train,5927,18,5798
train,5928,10,5798
train,5929,12,5798
train,5930,14,5798
train,5931,13,5798
train,5932,8,5798
train,5933,10,5798
train,5934,15,5798
train,5935,12,5798
train,5936,11,5798
train,5937,7,5798
train,5938,13,5798
train,5939,10,5798
train,5940,12,5798
train,5941,8,5798
train,5942,8,5798
train,5943,11,5798
train,5944,11,5798
train,5945,13,89113
train,5946,18,89113
train,5947,12,89113
train,5948,17,89113
train,5949,14,89113
train,5950,14,89113
train,5951,10,89113
train,5952,11,89113
train,5953,13,89113
train,5954,10,89113
train,5955,12,89113
train,5956,13,89113
train,5957,13,89113
train,5958,9,89113
train,5959,15,89113
train,5960,10,89113
train,5961,9,89113
train,5962,11,89113
train,5963,9,89113
train,5964,12,89113
train,5965,8,89113
train,5966,12,89113
train,5967,8,89113
train,5968,9,89113
train,5969,7,89113
train,5970,8,89113
train,5971,13,36653
train,5972,13,36653
train,5973,10,36653
train,5974,13,36653
train,5975,13,36653
train,5976,14,36653
train,5977,13,36653
train,5978,14,36653
train,5979,14,36653
train,5980,12,36653
train,5981,13,36653
train,5982,13,36653
train,5983,9,36653
train,5984,12,36653
train,5985,9,36653
train,5986,10,36653
train,5987,11,36653
train,5988,19,36653
train,5989,15,36653
train,5990,16,36653
train,5991,13,36653
train,5992,29,36653
train,5993,10,36653
train,5994,13,36653
train,5995,13,36653
train,5996,15,36653
train,5997,14,36653
train,5998,10,36653
train,5999,14,36653
train,6000,15,36653
train,6001,10,53035
train,6002,13,53035
train,6003,10,53035
train,6004,11,53035
train,6005,11,53035
train,6006,12,53035
train,6007,13,53035
train,6008,9,53035
train,6009,9,53035
train,6010,12,53035
train,6011,16,53035
train,6012,14,53035
train,6013,15,53035
train,6014,16,53035
train,6015,15,53035
train,6016,11,53035
train,6017,9,53035
train,6018,15,53035
train,6019,21,53035
train,6020,10,53035
train,6021,9,53035
train,6022,15,53035
train,6023,10,53035
train,6024,22,53035
train,6025,16,53035
train,6026,18,53035
train,6027,7,53035
train,6028,21,53035
train,6029,9,53035
train,6030,9,53035
train,6031,12,128045
train,6032,14,128045
train,6033,11,128045
train,6034,13,128045
train,6035,11,128045
train,6036,12,128045
train,6037,10,128045
train,6038,17,128045
train,6039,12,128045
train,6040,13,128045
train,6041,8,128045
train,6042,10,128045
train,6043,11,128045
train,6044,11,128045
train,6045,15,128045
train,6046,12,128045
train,6047,9,128045
train,6048,12,128045
train,6049,16,128045
train,6050,9,128045
train,6051,8,128045
train,6052,10,128045
train,6053,9,128045
train,6054,12,128045
train,6055,11,128045
train,6056,15,128045
train,6057,15,128045
train,6058,14,128045
train,6059,9,128045
train,6060,15,128045
train,6061,7,80372
train,6062,13,80372
train,6063,10,80372
train,6064,11,80372
train,6065,10,80372
train,6066,16,80372
train,6067,15,80372
train,6068,10,80372
train,6069,10,80372
train,6070,14,80372
train,6071,11,80372
train,6072,13,80372
train,6073,14,80372
train,6074,15,80372
train,6075,6,80372
train,6076,11,80372
train,6077,16,80372
train,6078,13,80372
train,6079,12,80372
train,6080,14,80372
train,6081,13,80372
train,6082,11,80372
train,6083,10,80372
train,6084,11,80372
train,6085,11,80372
train,6086,13,80372
train,6087,12,80372
train,6088,15,80372
train,6089,9,80372
train,6090,13,80372
train,6091,9,197421
train,6092,8,197421
train,6093,8,197421
train,6094,7,197421
train,6095,8,197421
train,6096,7,197421
train,6097,12,197421
train,6098,15,197421
train,6099,8,197421
train,6100,9,197421
train,6101,13,197421
train,6102,10,197421
train,6103,20,197421
train,6104,10,197421
train,6105,10,197421
train,6106,7,197421
train,6107,7,197421
train,6108,11,197421
train,6109,11,197421
train,6110,6,197421
train,6111,6,197421
train,6112,14,197421
train,6113,7,197421
train,6114,12,197421
train,6115,13,197421
train,6116,10,197421
train,6117,14,197421
train,6118,16,197421
train,6119,18,197421
train,6120,15,44302
train,6121,9,44302
train,6122,10,44302
train,6123,7,44302
train,6124,12,44302
train,6125,12,44302
train,6126,8,44302
train,6127,15,44302
train,6128,16,44302
train,6129,8,44302
train,6130,12,44302
train,6131,16,44302
train,6132,10,44302
train,6133,6,44302
train,6134,12,44302
train,6135,7,44302
train,6136,15,44302
train,6137,8,44302
train,6138,19,44302
train,6139,10,44302
train,6140,15,44302
train,6141,11,44302
train,6142,12,44302
train,6143,12,44302
train,6144,10,44302
train,6145,10,44302
train,6146,10,44302
train,6147,8,44302
train,6148,17,44302
train,6149,12,44302
train,6150,7,39868
train,6151,8,39868
train,6152,8,39868
train,6153,8,39868
train,6154,7,39868
train,6155,15,39868
train,6156,9,39868
train,6157,10,39868
train,6158,7,39868
train,6159,12,39868
train,6160,11,39868
train,6161,9,39868
train,6162,10,39868
train,6163,6,39868
train,6164,8,39868
train,6165,10,39868
train,6166,13,39868
train,6167,9,39868
train,6168,14,39868
train,6169,9,39868
train,6170,10,39868
train,6171,15,39868
train,6172,12,39868
train,6173,18,39868
train,6174,13,39868
train,6175,19,39868
train,6176,11,39868
train,6177,17,39868
train,6178,11,39868
train,6179,11,39764
train,6180,7,39764
train,6181,12,39764
train,6182,8,39764
train,6183,9,39764
train,6184,9,39764
train,6185,9,39764
train,6186,11,39764
train,6187,7,39764
train,6188,10,39764
train,6189,8,39764
train,6190,8,39764
train,6191,8,39764
train,6192,10,39764
train,6193,11,39764
train,6194,12,39764
train,6195,14,39764
train,6196,7,39764
train,6197,8,39764
train,6198,7,39764
train,6199,5,39764
train,6200,7,39764
train,6201,12,39764
train,6202,15,39764
train,6203,15,39764
train,6204,13,39764
train,6205,14,39764
train,6206,14,39764
train,6207,12,39764
train,6208,13,90961
train,6209,13,90961
train,6210,8,90961
train,6211,12,90961
train,6212,14,90961
train,6213,10,90961
train,6214,11,90961
train,6215,13,90961
train,6216,10,90961
train,6217,8,90961
train,6218,11,90961
train,6219,10,90961
train,6220,11,90961
train,6221,19,90961
train,6222,14,90961
train,6223,10,90961
train,6224,18,90961
train,6225,19,90961
train,6226,9,90961
train,6227,7,90961
train,6228,8,90961
train,6229,9,90961
train,6230,8,90961
train,6231,14,90961
train,6232,8,90961
train,6233,9,90961
train,6234,11,90961
train,6235,18,90961
train,6236,8,90961
train,6237,7,90961
train,6238,8,91256
train,6239,8,91256
train,6240,9,91256
train,6241,6,91256
train,6242,12,91256
train,6243,11,91256
train,6244,16,91256
train,6245,12,91256
train,6246,11,91256
train,6247,9,91256
train,6248,6,91256
train,6249,11,91256
train,6250,11,91256
train,6251,15,91256
train,6252,6,91256
train,6253,10,91256
train,6254,20,91256
train,6255,14,91256
train,6256,7,91256
train,6257,10,91256
train,6258,11,91256
train,6259,8,91256
train,6260,9,91256
train,6261,9,91256
train,6262,10,91256
train,6263,14,91256
train,6264,16,91256
train,6265,12,91256
train,6266,15,91256
train,6267,8,138177
train,6268,7,138177
train,6269,11,138177
train,6270,9,138177
train,6271,16,138177
train,6272,14,138177
train,6273,9,138177
train,6274,7,138177
train,6275,11,138177
train,6276,9,138177
train,6277,7,138177
train,6278,9,138177
train,6279,11,138177
train,6280,8,138177
train,6281,7,138177
train,6282,9,138177
train,6283,7,138177
train,6284,7,138177
train,6285,10,138177
train,6286,13,138177
train,6287,7,138177
train,6288,11,138177
train,6289,18,138177
train,6290,8,138177
train,6291,9,138177
train,6292,9,138177
train,6293,10,138177
train,6294,8,138177
train,6295,15,138177
train,6296,14,138177
train,6297,11,51147
train,6298,15,51147
train,6299,20,51147
train,6300,11,51147
train,6301,11,51147
train,6302,13,51147
train,6303,11,51147
train,6304,7,51147
train,6305,12,51147
train,6306,13,51147
train,6307,8,51147
train,6308,12,51147
train,6309,19,51147
train,6310,21,51147
train,6311,15,51147
train,6312,10,51147
train,6313,7,51147
train,6314,7,51147
train,6315,12,51147
train,6316,15,51147
train,6317,17,51147
train,6318,14,51147
train,6319,15,51147
train,6320,13,51147
train,6321,11,51147
train,6322,16,51147
train,6323,12,51147
train,6324,17,51147
train,6325,22,51147
train,6326,21,51147
train,6327,12,50635
train,6328,12,50635
train,6329,5,50635
train,6330,11,50635
train,6331,10,50635
train,6332,7,50635
train,6333,8,50635
train,6334,9,50635
train,6335,8,50635
train,6336,5,50635
train,6337,13,50635
train,6338,7,50635
train,6339,9,50635
train,6340,11,50635
train,6341,11,50635
train,6342,11,50635
train,6343,15,50635
train,6344,10,50635
train,6345,14,50635
train,6346,10,50635
train,6347,9,50635
train,6348,18,50635
train,6349,13,50635
train,6350,5,50635
train,6351,13,50635
train,6352,9,50635
train,6353,7,50635
train,6354,15,50635
train,6355,23,50635
train,6356,8,50635
train,6357,9,60356
train,6358,8,60356
train,6359,11,60356
train,6360,13,60356
train,6361,14,60356
train,6362,12,60356
train,6363,8,60356
train,6364,10,60356
train,6365,10,60356
train,6366,14,60356
train,6367,10,60356
train,6368,14,60356
train,6369,8,60356
train,6370,21,60356
train,6371,20,60356
train,6372,19,60356
train,6373,16,60356
train,6374,12,60356
train,6375,11,60356
train,6376,9,60356
train,6377,13,60356
train,6378,18,60356
train,6379,14,60356
train,6380,24,60356
train,6381,15,60356
train,6382,19,60356
train,6383,13,60356
train,6384,18,60356
train,6385,16,60356
train,6386,8,79138
train,6387,12,79138
train,6388,12,79138
train,6389,13,79138
train,6390,9,79138
train,6391,15,79138
train,6392,17,79138
train,6393,15,79138
train,6394,18,79138
train,6395,12,79138
train,6396,13,79138
train,6397,10,79138
train,6398,7,79138
train,6399,21,79138
train,6400,15,79138
train,6401,11,79138
train,6402,16,79138
train,6403,16,79138
train,6404,16,79138
train,6405,12,79138
train,6406,9,79138
train,6407,11,79138
train,6408,8,79138
train,6409,7,79138
train,6410,10,79138
train,6411,12,79138
train,6412,15,79138
train,6413,9,79138
train,6414,17,79138
train,6415,12,79138
train,6416,9,52504
train,6417,16,52504
train,6418,7,52504
train,6419,23,52504
train,6420,9,52504
train,6421,15,52504
train,6422,8,52504
train,6423,8,52504
train,6424,12,52504
train,6425,19,52504
train,6426,9,52504
train,6427,10,52504
train,6428,15,52504
train,6429,9,52504
train,6430,19,52504
train,6431,9,52504
train,6432,19,52504
train,6433,16,52504
train,6434,18,52504
train,6435,9,52504
train,6436,9,52504
train,6437,12,52504
train,6438,16,52504
train,6439,12,52504
train,6440,10,52504
train,6441,11,52504
train,6442,17,52504
train,6443,12,52504
train,6444,11,52504
train,6445,15,58683
train,6446,13,58683
train,6447,9,58683
train,6448,13,58683
train,6449,16,58683
train,6450,12,58683
train,6451,12,58683
train,6452,13,58683
train,6453,9,58683
train,6454,15,58683
train,6455,10,58683
train,6456,14,58683
train,6457,7,58683
train,6458,12,58683
train,6459,17,58683
train,6460,16,58683
train,6461,14,58683
train,6462,13,58683
train,6463,12,58683
train,6464,5,58683
train,6465,13,58683
train,6466,10,58683
train,6467,13,58683
train,6468,10,58683
train,6469,10,58683
train,6470,10,58683
train,6471,7,58683
train,6472,9,58683
train,6473,10,58683
train,6474,9,63507
train,6475,19,63507
train,6476,13,63507
train,6477,12,63507
train,6478,9,63507
train,6479,11,63507
train,6480,10,63507
